,Document Number,Requested Pickup Date,Doner,Doner Address,Doner City,Doner State,Receiver,Receiver Address,Receiver City,Receiver State,Actual Freight Cost,Shipping Method Code,Transaction Year,Year 2018,Year 2019,Year 2020,Year 2021,Transaction Month,Season,Spring,Summer,Autumn,Winter,Miles,Route Highway Density,Doner Highway Density,Doner State Area,Receiver Highway Density,Receiver State Area,Diesel Price,Total Gross Weight,Case,Carton,Bag,Totes,Box,Crate,Bulk box,Bin,Pallet,LB,FRUITS Gross Weight,FRUITS Pack,FRUITS Size,FRUITS Units,FRUITS Item Gross Weight,FRUITS Quantity,APPLE,APRICOT,BANANA,CANTALOUPE,CHERRY,CITRUS,GRAPE,GRAPEFRUIT,HONEYDEW,KIWI,LEMON,LIME,MANDARIN,MANGO,MELON,ORANGE,PEACH,PEAR,PERSIMMON,PINEAPPLE,PLANTAIN,PLUM,"PRODUCE, BOXES","STONE FRUIT, MIXED",STRAWBERRY,TANGERINE,WATERMELON,VEGETABLES Gross Weight,VEGETABLES Pack,VEGETABLES Size,VEGETABLES Units,VEGETABLES Item Gross Weight,VEGETABLES Quantity,ASPARAGUS,BEAN,BEET,BOK CHOY,BROCCOLI,BRUSSEL SPROUT,CABBAGE,CARROT,CAULIFLOWER,CELERY,CHARD,CORN,CUCUMBER,EGGPLANT,GREENS,"GREENS, COLLARD","GREENS, MUSTARD",KALE,LETTUCE,ONION,PARSNIP,PEPPER,POTATO,"PRODUCE, ASSORTED VEGETABLE",PUMPKIN,RADISH,RUTABAGA,SQUASH,"SQUASH, HARD/WINTER","SQUASH, SOFT/SUMMER",SWEET POTATO,TOMATILLO,TOMATO,TURNIP,VEGETABLE,Donation Date
891,PR48987672,2020/12/9,Feeding The Carolinas,824 Fairview Rd,Pelion,South Carolina,"New York, New York Food Bank (FB)",55-1 2nd St,Long Island City,New York,3600.0,1,2020,0,0,1,0,12,Winter,0,0,0,1,745.0,3.655084745532017,2.27,78017.62115,4.54,122114.5374,2.559,31500.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,1.0,30.0,Carton,30.0,1050.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/12/9
892,PR26143946,2018/9/12,"Black Gold Potato Sales, Inc",10701 State Highway 164,Arbyrd,Missouri,"Nashville, Tennessee Food Bank (FB)",331 Great Circle Rd,Nashville,Tennessee,1443.28,1,2018,1,0,0,0,9,Autumn,0,0,1,0,234.0,2.012988922147951,1.72,177790.6977,2.5,106960.0,3.2680000000000002,40000.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,1.0,50.0,Bag,50.0,800.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2018/9/10
893,PR42885245,2020/1/11,Gumz Muck Farms LLC,N570 6th Ct,Endeavor,Wisconsin,"Plano, TX Food Bank (FB)",3677 Mapleshade Lane,Plano,Texas,2609.22,1,2020,0,0,1,0,1,Spring,1,0,0,0,1019.0,1.380604997836345,1.96,140357.1429,1.26,674285.7143,3.0639999999999996,38400.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,38400.0,16.0,3.0,Bag,48.0,800.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/1/6
894,PR27746478,2018/10/22,LDS-Caldwell Tree Fruit Orchard,15515 Frost Rd,Caldwell,Idaho,"Valdosta, Georgia Food Bank (FB)",120 Roseway Dr,Thomasville,Georgia,6499.0,1,2018,1,0,0,0,10,Winter,0,0,0,1,2432.0,1.1148191700516987,0.64,214531.25,1.8,148666.6667,3.38,29400.0,0,0,0,0,0,0,0,1,0,0,29400.0,1.0,700.0,Bin,700.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2018/10/19
895,PR47475594,2020/8/31,Food Bank of Central & Eastern NC,6742 Good News Church Rd.,Stantonsburg,North Carolina,"Jacksonville, FL Food Bank (FB)",1814 Industrial Blvd,Jacksonville,Florida,1816.58,1,2020,0,0,1,0,8,Autumn,0,0,1,0,474.0,2.883771740165969,2.91,125841.9244,2.86,138846.1538,2.441,40600.0,0,0,0,0,0,0,0,1,0,0,40600.0,1.0,700.0,Bin,700.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/8/27
896,PR46239729,2020/6/30,Bushmans Inc.,182 Mill St,Almond,Wisconsin,"Lexington, Kentucky Food Bank (FB)",100 Carolyn Ingram Drive,Morehead,Kentucky,2205.0,1,2020,0,0,1,0,6,Summer,0,1,0,0,735.0,2.297301908905213,1.96,140357.1429,2.76,102318.8406,2.437,40000.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,10.0,5.0,Bag,50.0,400.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/6/23
897,PR42266448,2020/2/19,Torrey Farms Inc,4319 Maltby Rd,Elba,New York,"Chicago, Illinois Food Bank (FB)",4100 W 42nd Pl,Chicago,Illinois,1088.7,1,2020,0,0,1,0,2,Spring,1,0,0,0,570.0,3.912963994370802,4.54,122114.5374,3.38,143668.6391,2.8819999999999997,42000.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,1.0,50.0,Bag,50.0,840.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2019/11/20
898,PR45750035,2020/6/8,Feeding Washington,3965 E Sunnyside Rd,Ammon,Idaho,"Albuquerque, New Mexico Food Bank (FB)",5840 Office Blvd NE,Albuquerque,New Mexico,2798.6,1,2020,0,0,1,0,6,Summer,0,1,0,0,840.0,0.6280829891275597,0.64,214531.25,0.62,316290.3226,2.396,42000.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,5.0,10.0,Bag,50.0,840.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/5/28
899,PR24335973,2018/8/6,Kornegay Family Farms,535 Worley Road,PRINCETON,North Carolina,"New York, New York Food Bank (FB)",55-1 2nd St,Long Island City,New York,2210.38,1,2018,1,0,0,0,8,Autumn,0,0,1,0,518.0,3.7127485733465164,2.91,125841.9244,4.54,122114.5374,3.2230000000000003,40600.0,0,0,0,0,0,0,0,1,0,0,40600.0,1.0,700.0,Bin,700.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2018/7/25
900,PR46734055,2020/8/20,California Association of Food Banks,1300 I St,Reedley,California,"Lexington, Kentucky Food Bank (FB)",1685 Jaggie Fox Way,Lexington,Kentucky,6119.5,1,2020,0,0,1,0,8,Autumn,0,0,1,0,2278.0,2.321289314390251,2.21,403348.4163,2.76,102318.8406,2.426,42000.0,0,1,0,0,0,0,0,0,0,0,42000.0,1.0,40.0,Carton,40.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/7/20
901,PR20135099,2018/4/6,Torrey Farms Inc,4270 State Route 364,Penn Yan,New York,"Washington, DC Food Bank (FB)",4900 Puerto Rico Ave NE,Washington,District of Columbia,1698.22,1,2018,1,0,0,0,4,Summer,0,1,0,0,322.0,4.566023760331861,4.54,122114.5374,24.66,158.15085159999998,3.043,40000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,1.0,50.0,Case,50.0,800.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2018/4/4
902,PR43884138,2020/3/31,Lynn-Ette & Sons,2231 Youngstown Wilson Rd,Ransomville,New York,Indianapolis Co-op,3737 Waldemere Ave,Indianapolis,Indiana,1260.0,1,2020,0,0,1,0,3,Spring,1,0,0,0,542.0,3.789063255107081,4.54,122114.5374,2.8,92714.28571,2.548,42000.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,1.0,50.0,Bag,50.0,840.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/2/19
903,PR24212936,2018/7/20,Feeding Washington,12 Fugachee Drive,Brewster,Washington,"Grove City, Ohio Food Bank (FB)",3960 Brookham Dr,Grove City,Ohio,5690.0,1,2018,1,0,0,0,7,Autumn,0,0,1,0,2277.0,2.6546756063976202,1.35,171481.4815,4.77,105765.1992,3.22,40040.0,0,0,0,0,0,0,0,1,0,0,40040.0,1.0,715.0,Bin,715.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2018/7/19
904,PR49238083,2021/1/1,"Irving Farms Marketing, Inc.",361 York St,Caribou,Maine,"Atlanta, GA Food Bank (FB)",3400 N Desert Dr,Atlanta,Georgia,3990.0,0,2021,0,0,0,1,1,Spring,1,0,0,0,1500.0,1.5413064414376614,1.06,79905.66038,1.8,148666.6667,2.64,40000.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,10.0,5.0,Bag,50.0,800.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/12/29
905,PR40190198,2019/8/19,"Food Bank of the Rio Grande Valley, Inc.",2367 CRD 650,Brownfield,Texas,"Plano, TX Food Bank (FB)",3677 Mapleshade Lane,Plano,Texas,1311.75,1,2019,0,1,0,0,8,Autumn,0,0,1,0,375.0,1.26,1.26,674285.7143,1.26,674285.7143,2.9939999999999998,42525.0,0,0,0,0,0,0,0,1,0,0,42525.0,1.0,675.0,Bin,675.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2019/8/16
906,PR45755246,2020/6/1,Feeding Washington,3965 E Sunnyside Rd,Ammon,Idaho,"Plano, TX Food Bank (FB)",3677 Mapleshade Lane,Plano,Texas,2844.03,1,2020,0,0,1,0,6,Summer,0,1,0,0,1401.0,1.1103523443606262,0.64,214531.25,1.26,674285.7143,2.386,42000.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,5.0,10.0,Bag,50.0,840.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/5/28
907,PR39046255,2019/7/18,"Pure Farm Produce, Inc.",4001 Ursula Ave.,McAllen,Texas,"Plano, TX Food Bank (FB)",3677 Mapleshade Lane,Plano,Texas,1399.0,1,2019,0,1,0,0,7,Autumn,0,0,1,0,529.0,1.26,1.26,674285.7143,1.26,674285.7143,3.0439999999999996,39900.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,39900.0,50.0,1.0,Bag,50.0,798.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2019/7/18
908,PR41280172,2019/9/29,Mastronardi Produce Ltd.,28700 Plymouth Rd.,Livonia,Michigan,"Nashville, Tennessee Food Bank (FB)",331 Great Circle Rd,Nashville,Tennessee,1450.0,1,2019,0,1,0,0,9,Autumn,0,0,1,0,533.0,2.7310507854408668,2.9,146275.8621,2.5,106960.0,3.0660000000000003,28080.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28080.0,1.0,39.0,Carton,39.0,720.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2019/9/25
909,PR36336759,2019/6/6,California Association of Food Banks,1300 I St,Reedley,California,"Chicago, Illinois Food Bank (FB)",4100 W 42nd Pl,Chicago,Illinois,4313.0,1,2019,0,1,0,0,6,Summer,0,1,0,0,2143.0,2.517288970403463,2.21,403348.4163,3.38,143668.6391,3.105,42000.0,0,0,0,0,1,0,0,0,0,0,42000.0,1.0,40.0,Box,40.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2019/5/17
910,PR45198110,2020/5/5,Jackson Farming Co.,210 Mills Street,Chadbourn,North Carolina,"Bridgeton, Missouri Food Bank (FB)",70 Corporate Woods Dr,Bridgeton,Missouri,1394.4,1,2020,0,0,1,0,5,Summer,0,1,0,0,880.0,2.2132009248554327,2.91,125841.9244,1.72,177790.6977,2.394,40000.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,1.0,40.0,Carton,40.0,1000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,2020/5/1
911,PR44960576,2020/5/12,Gumz Muck Farms LLC,N570 6th Ct,Endeavor,Wisconsin,"New York, New York Food Bank (FB)",55-1 2nd St,Long Island City,New York,2638.28,1,2020,0,0,1,0,5,Summer,0,1,0,0,997.0,3.1603409515719854,1.96,140357.1429,4.54,122114.5374,2.386,38400.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,38400.0,16.0,3.0,Bag,48.0,800.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/4/23
912,PR43303742,2020/1/24,Nash Produce LLC,3500 Sandy Cross Road,NASHVILLE,North Carolina,"Plano, TX Food Bank (FB)",3677 Mapleshade Lane,Plano,Texas,1825.0,1,2020,0,0,1,0,1,Spring,1,0,0,0,1249.0,1.5195075650646939,2.91,125841.9244,1.26,674285.7143,3.01,40000.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,1.0,40.0,Carton,40.0,1000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,2020/1/21
913,PR46022284,2020/7/9,The Church of Jesus Christ of Latter-day Saints,6619 N Railroad Ave,Pasco,Washington,"Laredo, TX Food Bank (FB)",2121 Jefferson St.,Laredo,Texas,4520.0,1,2020,0,0,1,0,7,Autumn,0,0,1,0,2120.0,1.2782477322502461,1.35,171481.4815,1.26,674285.7143,2.438,42000.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,1.0,50.0,Bag,50.0,840.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/6/11
914,PR45302630,2020/5/8,"Deal Farms, Inc",13487 Clito Rd,Statesboro,Georgia,Philadelphia Co-op,1344 NW Blvd,Vineland,New Jersey,1965.25,1,2020,0,0,1,0,5,Summer,0,1,0,0,741.0,2.811925042500442,1.8,148666.6667,10.71,19047.61905,2.394,42000.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,1.0,50.0,Bag,50.0,840.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/5/4
915,PR36763395,2019/5/31,Community Food Bank of Southern Arizona,555 W. Gold Hill Rd. #26,Nogales,Arizona,"Plano, TX Food Bank (FB)",3677 Mapleshade Lane,Plano,Texas,2830.94,1,2019,0,1,0,0,5,Summer,0,1,0,0,1022.0,1.1350271178892286,0.85,295647.0588,1.26,674285.7143,3.136,40320.0,0,0,0,0,1,0,0,0,0,0,40320.0,1.0,42.0,Box,42.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2019/5/29
916,PR47028784,2020/8/28,KORNEGAY FAMILY PRODUCE,535 Worley Road,PRINCETON,North Carolina,"Chicago, Illinois Food Bank (FB)",4100 W 42nd Pl,Chicago,Illinois,1700.0,1,2020,0,0,1,0,8,Autumn,0,0,1,0,850.0,3.160544021355215,2.91,125841.9244,3.38,143668.6391,2.441,40000.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,1.0,40.0,Carton,40.0,1000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,2020/8/4
917,PR47819538,2020/9/22,Feeding Washington,3965 E Sunnyside Rd,Ammon,Idaho,"Plano, TX Food Bank (FB)",3677 Mapleshade Lane,Plano,Texas,4274.95,1,2020,0,0,1,0,9,Autumn,0,0,1,0,1401.0,1.1103523443606262,0.64,214531.25,1.26,674285.7143,2.394,42000.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,5.0,10.0,Bag,50.0,840.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/9/17
918,PR26063407,2018/9/7,Forgotten Harvest,28700 Plymouth Rd,Livonia,Michigan,"Orlando, Florida Food Bank (FB)",411 Mercy Dr,Orlando,Florida,5300.0,1,2018,1,0,0,0,9,Autumn,0,0,1,0,1162.0,2.880521159916504,2.9,146275.8621,2.86,138846.1538,3.258,36000.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36000.0,1.0,50.0,Carton,50.0,720.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2018/9/7
