,Document Number,Requested Pickup Date,Doner,Doner Address,Doner City,Doner State,Receiver,Receiver Address,Receiver City,Receiver State,Actual Freight Cost,Shipping Method Code,Transaction Year,Year 2018,Year 2019,Year 2020,Year 2021,Transaction Month,Season,Spring,Summer,Autumn,Winter,Miles,Route Highway Density,Doner Highway Density,Doner State Area,Receiver Highway Density,Receiver State Area,Diesel Price,Total Gross Weight,Case,Carton,Bag,Totes,Box,Crate,Bulk box,Bin,Pallet,LB,FRUITS Gross Weight,FRUITS Pack,FRUITS Size,FRUITS Units,FRUITS Item Gross Weight,FRUITS Quantity,APPLE,APRICOT,BANANA,CANTALOUPE,CHERRY,CITRUS,GRAPE,GRAPEFRUIT,HONEYDEW,KIWI,LEMON,LIME,MANDARIN,MANGO,MELON,ORANGE,PEACH,PEAR,PERSIMMON,PINEAPPLE,PLANTAIN,PLUM,"PRODUCE, BOXES","STONE FRUIT, MIXED",STRAWBERRY,TANGERINE,WATERMELON,VEGETABLES Gross Weight,VEGETABLES Pack,VEGETABLES Size,VEGETABLES Units,VEGETABLES Item Gross Weight,VEGETABLES Quantity,ASPARAGUS,BEAN,BEET,BOK CHOY,BROCCOLI,BRUSSEL SPROUT,CABBAGE,CARROT,CAULIFLOWER,CELERY,CHARD,CORN,CUCUMBER,EGGPLANT,GREENS,"GREENS, COLLARD","GREENS, MUSTARD",KALE,LETTUCE,ONION,PARSNIP,PEPPER,POTATO,"PRODUCE, ASSORTED VEGETABLE",PUMPKIN,RADISH,RUTABAGA,SQUASH,"SQUASH, HARD/WINTER","SQUASH, SOFT/SUMMER",SWEET POTATO,TOMATILLO,TOMATO,TURNIP,VEGETABLE,Donation Date
0,PR43475319,2020/1/31,Lynn-Ette & Sons,1512 Kent Rd,Kent,New York,"Houston, Texas Food Bank (FB)",535 Portwall St,Houston,Texas,3084.53,1,2020,0,0,1,0,1,Spring,1,0,0,0,1547.0,1.7629326419937894,4.54,122114.5374,1.26,674285.7143,2.9560000000000004,40800.0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40800.0,1.0,1200.0,Bin,1200.0,34.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2020/1/28
1,PR19577402,2018/3/15,Lynn-Ette & Sons,1512 Kent Rd,Kent,New York,"Kingsport, Tennessee Food Bank (FB)",1020 Jericho Dr,Kingsport,Tennessee,2199.0,1,2018,1,0,0,0,3,Spring,1,0,0,0,669.0,3.587478595934076,4.54,122114.5374,2.5,106960.0,2.972,40000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,1.0,50.0,Case,50.0,800.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2018/3/14
2,PR25679284,2018/8/28,Central California Food Bank,1300 I St,Reedley,California,"Plano, TX Food Bank (FB)",3677 Mapleshade Lane,Plano,Texas,4600.0,1,2018,1,0,0,0,8,Autumn,0,0,1,0,1550.0,1.6155761502019745,2.21,403348.4163,1.26,674285.7143,3.252,36000.0,0,0,0,0,1,0,0,0,0,0,36000.0,1.0,25.0,Box,25.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2018/8/28
3,PR33897355,2019/4/8,"Williams Farms, LLC",5060 Russell Rd,Marion,New York,"Bronx, New York Food Bank (FB)",4912 14th Avenue,Brooklyn,New York,1349.0,1,2019,0,1,0,0,4,Summer,0,1,0,0,321.0,4.54,4.54,122114.5374,4.54,122114.5374,3.093,42000.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,1.0,50.0,Bag,50.0,840.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2019/3/26
4,PR23992843,2018/7/13,"Second Harvest of South Georgia, Inc",120 Roseway Dr,Thomasville,Georgia,"Texarkana, Arkansas Food Bank (FB)",3120 E 19th St,Texarkana,Arkansas,1917.43,1,2018,1,0,0,0,7,Autumn,0,0,1,0,723.0,1.5047413364757132,1.8,148666.6667,1.18,135169.4915,3.239,42152.0,0,0,0,1,0,0,0,0,0,0,23000.0,1.0,1150.0,Totes,1150.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,19152.0,1.0,38.0,Box,38.0,504.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2018/7/12
5,PR38912920,2019/7/16,"Food Bank of the Rio Grande Valley, Inc.",4001 Ursula Ave.,McAllen,Texas,"Kansas City, Missouri Food Bank (FB)",3801 Topping Ave,Kansas City,Missouri,2550.0,1,2019,0,1,0,0,7,Autumn,0,0,1,0,1009.0,1.3559816746364761,1.26,674285.7143,1.72,177790.6977,3.0439999999999996,40320.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40320.0,42.0,1.0,Bag,42.0,960.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2019/7/16
6,PR41361553,2019/10/4,California Association of Food Banks,1 Harris Rd,Salinas,California,"Plano, TX Food Bank (FB)",3677 Mapleshade Lane,Plano,Texas,3402.72,1,2019,0,1,0,0,10,Winter,0,0,0,1,1644.0,1.6155761502019745,2.21,403348.4163,1.26,674285.7143,3.0469999999999997,42240.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42240.0,1.0,55.0,Box,55.0,768.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2019/10/1
7,PR30592085,2019/1/5,Forgotten Harvest,28700 Plymouth Rd,Livonia,Michigan,"Kansas City, Missouri Food Bank (FB)",3801 Topping Ave,Kansas City,Missouri,1699.0,1,2019,0,1,0,0,1,Spring,1,0,0,0,770.0,2.2526236603509004,2.9,146275.8621,1.72,177790.6977,3.013,36000.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36000.0,1.0,50.0,Carton,50.0,720.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2019/1/4
8,PR30477377,2019/1/7,"Williams Farms, LLC",5060 Russell Rd,Marion,New York,"Louisville, KY Food Bank (FB)",5803 Fern Valley Rd,Louisville,Kentucky,1599.0,1,2019,0,1,0,0,1,Spring,1,0,0,0,634.0,3.728500668256216,4.54,122114.5374,2.76,102318.8406,3.013,42000.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,10.0,5.0,Bag,50.0,840.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2019/1/2
9,PR45876324,2020/7/10,The Church of Jesus Christ of Latter-day Saints,6619 N Railroad Ave,Pasco,Washington,"El Paso, Texas Food Bank (FB)",9541 Plaza Cir,El Paso,Texas,3597.5,1,2020,0,0,1,0,7,Autumn,0,0,1,0,1502.0,1.2782477322502461,1.35,171481.4815,1.26,674285.7143,2.438,42000.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,1.0,50.0,Box,50.0,840.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/6/3
10,PR29649594,2018/12/11,Feeding Washington,28790 Westport Rd,Hermiston,Oregon,"Louisville, CO Food Bank (FB)",650 S Taylor Ave Ste A,Louisville,Colorado,4499.0,1,2018,1,0,0,0,12,Winter,0,0,0,1,1252.0,0.7875239016303568,0.72,247638.8889,0.85,267647.0588,3.1210000000000004,42500.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,1.0,50.0,Bag,50.0,250.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2018/12/10
11,PR45831383,2020/6/8,Bushmans Inc.,W 11236 Aspen Ave,Plainfield,Wisconsin,"Brooklyn Park, MN Food Bank (FB)",7101 Winnetka Avenue N.,Brooklyn Park,Minnesota,599.2,1,2020,0,0,1,0,6,Summer,0,1,0,0,255.0,1.5084262701922646,1.96,140357.1429,1.2,205500.0,2.396,40000.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,200.0,10.0,Bag,2000.0,20.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/6/1
12,PR23495024,2018/7/6,Feeding Washington,1427 N 1st Ave,Pasco,Washington,"Greeley, Colorado Food Bank (FB)",1108 H St,Greeley,Colorado,4985.0,1,2018,1,0,0,0,7,Autumn,0,0,1,0,1202.0,1.0452520341570701,1.35,171481.4815,0.85,267647.0588,3.2430000000000003,42500.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,1.0,50.0,Bag,50.0,450.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2018/6/28
13,PR48490230,2020/10/30,Community Food Bank of Southern Arizona,555 W. Gold Hill Rd. #26,Nogales,Arizona,"Kansas City, Missouri Food Bank (FB)",3801 Topping Ave,Kansas City,Missouri,3102.54,1,2020,0,0,1,0,10,Winter,0,0,0,1,1246.0,1.1767122338161045,0.85,295647.0588,1.72,177790.6977,2.372,40000.0,0,0,0,0,0,0,0,1,0,0,40000.0,1.0,2000.0,Bin,2000.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/10/29
14,PR45324941,2020/5/8,Feeding Washington,2300 Ahtanum Road,Yakima,Washington,"Loveland, CO Food Bank (FB)",5706 Wright Dr.,Loveland,Colorado,3528.25,1,2020,0,0,1,0,5,Summer,0,1,0,0,1283.0,1.0452520341570701,1.35,171481.4815,0.85,267647.0588,2.394,41440.0,0,0,0,0,0,0,0,1,0,0,41440.0,1.0,740.0,Bin,740.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/5/5
15,PR46424374,2020/7/2,Collaborative For Fresh Produce,4910 North Highway 281,Edinburg,Texas,"Tampa, FL Food Bank (FB)",4702 Transport Dr Bldg 6,Tampa,Florida,5228.75,1,2020,0,0,1,0,7,Autumn,0,0,1,0,1319.0,1.5332076490853748,1.26,674285.7143,2.86,138846.1538,2.437,39900.0,0,0,0,0,0,0,0,1,0,0,39900.0,1.0,700.0,Bin,700.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/7/2
16,PR44945798,2020/5/11,Chesapeake Farms,2913 Sandy Cross Rd,Nashville,North Carolina,"New York, New York Food Bank (FB)",55-1 2nd St,Long Island City,New York,1415.27,1,2020,0,0,1,0,5,Summer,0,1,0,0,473.0,3.7127485733465164,2.91,125841.9244,4.54,122114.5374,2.394,40000.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,1.0,40.0,Carton,40.0,1000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,2020/4/23
17,PR26842480,2018/9/27,Forgotten Harvest,21800 Greenfield Rd,Oak Park,Michigan,"Cleveland, Ohio Food Bank (FB)",15500 S Waterloo Rd,Cleveland,Ohio,1394.99,1,2018,1,0,0,0,9,Autumn,0,0,1,0,183.0,3.684717067464594,2.9,146275.8621,4.77,105765.1992,3.313,36000.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36000.0,1.0,50.0,Carton,50.0,720.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2018/9/25
18,PR28141504,2018/11/6,Dominion Produce - MI,6525 Meadowbrook Rd,Benton Harbor,Michigan,"Lexington, Kentucky Food Bank (FB)",1685 Jaggie Fox Way,Lexington,Kentucky,1499.0,1,2018,1,0,0,0,11,Winter,0,0,0,1,360.0,2.842377542528383,2.9,146275.8621,2.76,102318.8406,3.3169999999999997,39000.0,0,0,0,0,0,0,0,1,0,0,39000.0,1.0,750.0,Bin,750.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2018/11/2
19,PR35415049,2019/5/27,California Association of Food Banks,1442 I St.,Reedley,California,Indianapolis Co-op,3737 Waldemere Ave,Indianapolis,Indiana,4717.44,1,2019,0,1,0,0,5,Summer,0,1,0,0,2184.0,2.3202711982724256,2.21,403348.4163,2.8,92714.28571,3.1510000000000002,42000.0,0,1,0,0,0,0,0,0,0,0,42000.0,1.0,40.0,Carton,40.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2019/4/30
20,PR43419888,2020/2/24,"Alsum Farms & Produce, Inc.",N9083 Hwy EF,CAMBRIA,Wisconsin,"Louisville, KY Food Bank (FB)",5803 Fern Valley Rd,Louisville,Kentucky,1385.0,1,2020,0,0,1,0,2,Spring,1,0,0,0,500.0,2.297301908905213,1.96,140357.1429,2.76,102318.8406,2.8819999999999997,40000.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,200.0,10.0,Bag,2000.0,20.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/1/24
21,PR48609301,2020/11/9,Bushmans Inc.,W 11236 Aspen Ave,Plainfield,Wisconsin,"Tulsa, Oklahoma Food Bank (FB)",1304 N Kenosha Ave,Tulsa,Oklahoma,3490.12,1,2020,0,0,1,0,11,Winter,0,0,0,1,838.0,1.7870117300939385,1.96,140357.1429,1.65,177212.1212,2.383,40000.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,200.0,10.0,Bag,2000.0,20.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/11/6
22,PR44641878,2020/4/6,Feeding Washington,107 Donald Road,Wapato,Washington,Indianapolis Co-op,3737 Waldemere Ave,Indianapolis,Indiana,4100.0,1,2020,0,0,1,0,4,Summer,0,1,0,0,2175.0,1.8588488574180744,1.35,171481.4815,2.8,92714.28571,2.548,36288.0,0,0,1,0,0,0,0,0,0,0,36288.0,108.0,6.0,Bag,648.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2020/4/3
23,PR22006177,2018/5/22,"Second Harvest of South Georgia, Inc",120 Roseway Dr,Thomasville,Georgia,"Washington, DC Food Bank (FB)",4900 Puerto Rico Ave NE,Washington,District of Columbia,3626.21,1,2018,1,0,0,0,5,Summer,0,1,0,0,782.0,1.824292510664913,1.8,148666.6667,24.66,158.15085159999998,3.2880000000000003,38500.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,1.0,50.0,Box,50.0,770.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2018/5/21
24,PR19874428,2018/4/3,"Food Bank of the Rio Grande Valley, Inc.",401 W Chapin Street,Edinburg,Texas,Grove City Cluster,6325 Sandburg Rd Ste 1700,Golden Valley,Minnesota,3714.37,1,2018,1,0,0,0,4,Summer,0,1,0,0,1437.0,1.2459852236748237,1.26,674285.7143,1.2,205500.0,3.043,40000.0,1,0,0,0,0,0,0,0,0,0,40000.0,1.0,1000.0,Case,1000.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2018/3/27
25,PR19285390,2018/3/9,"Bula Potato Farms, Inc.",W8376 Hwy K,Elcho,Wisconsin,"Little Rock, Arkansas Food Bank (FB)",4301 W 65th St,Little Rock,Arkansas,2759.48,1,2018,1,0,0,0,3,Spring,1,0,0,0,948.0,1.5773429708543634,1.96,140357.1429,1.18,135169.4915,2.9760000000000004,40000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,1.0,2000.0,Case,2000.0,20.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2018/3/6
26,PR20266751,2018/4/10,Feeding Washington,3581 Mapleway,Yakima,Washington,Grove City Cluster,6325 Sandburg Rd Ste 1700,Golden Valley,Minnesota,3159.86,1,2018,1,0,0,0,4,Summer,0,1,0,0,1578.0,1.2682320577728432,1.35,171481.4815,1.2,205500.0,3.1039999999999996,40600.0,1,0,0,0,0,0,0,0,0,0,40600.0,1.0,725.0,Case,725.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2018/4/9
